chart_date,current_position,title,artist_name,last_week_position,weeks_on_chart,debut_position,debut_date,awards_vector
1959-05-11,95,Old Spanish Town,The Bell Notes,95,2,95,05/04/59,
1959-05-11,96,Tallahassee Lassie,Freddy Cannon,NEW,1,96,05/11/59,
1959-05-11,97,Kansas City (Hey-Hey-Hey-Hey),Little Richard,NEW,1,97,05/11/59,
1959-05-11,98,The Walls Have Ears,Patti Page,84,4,78,04/13/59,
1959-05-11,99,The Beat,The Rockin R's,72,8,81,03/23/59,
1959-05-11,100,Love Me In The Daytime,Doris Day,NEW,1,100,05/11/59,
1959-05-18,1,Kansas City,Wilbert Harrison,6,6,100,04/13/59,
1959-05-18,2,Sorry (I Ran All The Way Home),The Impalas,2,10,84,03/16/59,
1959-05-18,3,The Happy Organ,"Dave ""Baby"" Cortez",1,10,68,03/16/59,
1959-05-18,4,"Kookie, Kookie (Lend Me Your Comb)",Edward Byrnes & Connie Stevens,4,5,72,04/20/59,
1959-05-18,5,A Teenager In Love,Dion & The Belmonts,12,5,69,04/20/59,
1959-05-18,6,Dream Lover,Bobby Darin,16,5,90,04/20/59,
1959-05-18,7,The Battle Of New Orleans,Johnny Horton,23,4,93,04/27/59,
1959-05-18,8,Quiet Village,The Exotic Sounds of Martin Denny,19,6,95,04/13/59,
1959-05-18,9,Turn Me Loose,Fabian,9,8,79,03/30/59,
1959-05-18,10,Pink Shoe Laces,Dodie Stevens,8,14,96,02/16/59,
1959-05-18,11,(Now and Then There's) A Fool Such As I,Elvis Presley With The Jordanaires,5,9,64,03/23/59,
1959-05-18,12,Guitar Boogie Shuffle,The Virtues,7,11,81,03/09/59,
1959-05-18,13,Enchanted,The Platters,15,9,93,03/23/59,
1959-05-18,14,Only You,Franck Pourcel's French Fiddles,20,7,95,04/06/59,
1959-05-18,15,Come Softly To Me,The Fleetwoods,3,11,55,03/09/59,
1959-05-18,16,Take A Message To Mary,The Everly Brothers,18,8,61,03/30/59,
1959-05-18,17,I Need Your Love Tonight,Elvis Presley With The Jordanaires,10,8,33,03/30/59,
1959-05-18,18,Endlessly,Brook Benton,28,5,66,04/20/59,
1959-05-18,19,Tell Him No,Travis & Bob,11,9,85,03/23/59,
1959-05-18,20,That's Why (I Love You So),Jackie Wilson,17,9,97,03/23/59,
1959-05-18,21,So Fine,The Fiestas,25,7,77,04/06/59,
1959-05-18,22,Personality,Lloyd Price and His Orchestra,38,4,65,04/27/59,
1959-05-18,23,"Goodbye Jimmy, Goodbye",Kathy Linden,24,6,70,04/13/59,
1959-05-18,24,Three Stars,Tommy Dee with Carol Kay and the Teen-Aires,13,8,82,03/30/59,
1959-05-18,25,The Tijuana Jail,The Kingston Trio,21,9,72,03/23/59,
1959-05-18,26,Venus,Frankie Avalon,14,15,99,02/09/59,
1959-05-18,27,Since I Don't Have You,The Skyliners,22,14,94,02/16/59,
1959-05-18,28,Poor Jenny,The Everly Brothers,27,8,69,03/30/59,
1959-05-18,29,Six Nights A Week,The Crests,34,9,96,03/23/59,
1959-05-18,30,Come To Me,Marv Johnson,37,10,98,03/16/59,
1959-05-18,31,Guess Who,Jesse Belvin,35,8,70,03/30/59,
1959-05-18,32,Almost Grown,Chuck Berry,36,8,96,03/30/59,
1959-05-18,33,Never Be Anyone Else But You,Ricky Nelson,26,13,65,02/23/59,
1959-05-18,34,I've Come Of Age,Billy Storm,43,6,91,04/13/59,
1959-05-18,35,It's Late,Ricky Nelson,29,12,91,03/02/59,
1959-05-18,36,Someone,Johnny Mathis,41,9,98,03/23/59,
1959-05-18,37,For A Penny,Pat Boone,30,9,91,03/23/59,
1959-05-18,38,This Should Go On Forever,Rod Bernard,31,11,86,03/09/59,
1959-05-18,39,Sea Cruise,Frankie Ford,33,15,89,02/09/59,
1959-05-18,40,Lonely For You,Gary Stites,49,6,94,04/13/59,
1959-05-18,41,Everybody Likes To Cha Cha Cha,Sam Cooke,46,11,66,03/09/59,
1959-05-18,42,Gidget,Jimmy Darren,45,4,89,04/27/59,
1959-05-18,43,As Time Goes By,Johnny Nash,51,10,87,03/16/59,
1959-05-18,44,Tragedy,Thomas Wayne With the Delons,32,17,100,01/26/59,
1959-05-18,45,Just Keep It Up,Dee Clark,48,3,81,05/04/59,
1959-05-18,46,I'm Ready,Fats Domino,75,2,75,05/11/59,
1959-05-18,47,I Miss You So,Paul Anka,40,8,97,03/30/59,
1959-05-18,48,I Waited Too Long,LaVern Baker,54,5,95,04/20/59,
1959-05-18,49,It's Just A Matter Of Time,Brook Benton,39,17,92,01/26/59,
1959-05-18,50,You're So Fine,The Falcons,64,5,88,04/20/59,
1959-05-18,51,Bonaparte's Retreat,Billy Grammer,50,6,87,04/13/59,
1959-05-18,52,Castin' My Spell,The Johnny Otis Show,57,4,80,04/27/59,
1959-05-18,53,Tallahassee Lassie,Freddy Cannon,96,2,96,05/11/59,
1959-05-18,54,Crossfire,Johnny And The Hurricanes,47,4,88,04/27/59,
1959-05-18,55,"""Yep!""",Duane Eddy His Twangy Guitar And The Rebels,52,8,99,03/30/59,
1959-05-18,56,You Made Me Love You,Nat King Cole,81,3,87,05/04/59,
1959-05-18,57,Lipstick On Your Collar,Connie Francis,NEW,1,57,05/18/59,
1959-05-18,58,I Still Get A Thrill (Thinking Of You),Joni James,53,6,81,04/13/59,
1959-05-18,59,Summer Dreams,The McGuire Sisters,62,4,99,04/27/59,
1959-05-18,60,The Kissing Tree,Billy Grammer,65,6,76,04/13/59,
1959-05-18,61,My Heart Is An Open Book,"Carl Dobkins, Jr.",91,5,96,04/13/59,
1959-05-18,62,Margie,Fats Domino,87,2,87,05/11/59,
1959-05-18,63,So Close,Brook Benton,NEW,1,63,05/18/59,
1959-05-18,64,My Melancholy Baby,Tommy Edwards,NEW,1,64,05/18/59,
1959-05-18,65,It Doesn't Matter Anymore,Buddy Holly,44,13,82,02/23/59,
1959-05-18,66,Frankie,Connie Francis,NEW,1,66,05/18/59,
1959-05-18,67,Rockin' Crickets,Hot-Toddys featuring Bill Pennell,86,4,87,03/30/59,
1959-05-18,68,Robbin' The Cradle,Tony Bellus,69,4,87,04/27/59,
1959-05-18,69,There's No Fool Like A Young Fool,Tab Hunter,68,4,76,04/27/59,
1959-05-18,70,That's My Little Suzie,Ritchie Valens,55,7,98,04/06/59,
1959-05-18,71,A String Of Trumpets,The Trumpeteers,77,4,96,04/27/59,
1959-05-18,72,The Morning Side Of The Mountain,Tommy Edwards,58,12,93,03/02/59,
1959-05-18,73,I Need Your Lovin',Roy Hamilton,67,5,78,04/20/59,
1959-05-18,74,Tall Cool One,The Wailers,NEW,1,74,05/18/59,
1959-05-18,75,Kansas City,Rocky Olson,60,3,98,05/04/59,
1959-05-18,76,Kansas City,Hank Ballard And The Midnighters,72,3,73,05/04/59,
1959-05-18,77,"Hallelujah, I Love Him So",Peggy Lee,NEW,1,77,05/18/59,
1959-05-18,78,Young Ideas,Chico Holiday,78,3,89,05/04/59,
1959-05-18,79,"Frankie's Man, Johnny",Johnny Cash,74,4,77,04/27/59,
1959-05-18,80,Bongo Rock,Preston Epps,NEW,1,80,05/18/59,
1959-05-18,81,Lonesome Old House,Don Gibson,71,3,77,05/04/59,
1959-05-18,82,Your Cheatin' Heart,Billy Vaughn And His Orchestra,89,4,95,04/27/59,
1959-05-18,83,Old Spanish Town,The Bell Notes,95,3,95,05/04/59,
1959-05-18,84,Tell Him No,Dean & Marc,42,8,99,03/23/59,
1959-05-18,85,Graduation's Here,The Fleetwoods,NEW,1,85,05/18/59,
1959-05-18,86,Judy,David Seville,NEW,1,86,05/18/59,
1959-05-18,87,Hey Little Lucy! (Don'tcha Put No Lipstick On),Conway Twitty,NEW,1,87,05/18/59,
1959-05-18,88,Along Came Jones,The Coasters,NEW,1,88,05/18/59,
1959-05-18,89,Lovey Dovey,Clyde McPhatter,59,7,83,04/06/59,
1959-05-18,90,The Class,Chubby Checker,NEW,1,90,05/18/59,
1959-05-18,91,Russian Band Stand,Spencer & Spencer with the Sonia Pryor Choir,NEW,1,91,05/18/59,
1959-05-18,92,(I Don't Care) Only Love Me,Steve Lawrence,NEW,1,92,05/18/59,
1959-05-18,93,I Told Myself A Lie,Clyde McPhatter,70,5,97,04/20/59,
1959-05-18,94,The Wonder Of You,Ray Peterson,NEW,1,94,05/18/59,
1959-05-18,95,Kansas City (Hey-Hey-Hey-Hey),Little Richard,97,2,97,05/11/59,
1959-05-18,96,I Think I'm Gonna Kill Myself,Buddy Knox,56,6,88,04/13/59,
1959-05-18,97,Peace,The McGuire Sisters,85,3,85,05/04/59,
1959-05-18,98,Someone To Come Home To,The Ames Brothers,NEW,1,98,05/18/59,
1959-05-18,99,Talk Of The School,Sonny James,88,3,100,05/04/59,
1959-05-18,100,I Can't Get You Out Of My Heart,Al Martino,NEW,1,100,05/18/59,
1959-05-25,1,Kansas City,Wilbert Harrison,1,7,100,04/13/59,
1959-05-25,2,The Battle Of New Orleans,Johnny Horton,7,5,93,04/27/59,
1959-05-25,3,Dream Lover,Bobby Darin,6,6,90,04/20/59,
1959-05-25,4,Sorry (I Ran All The Way Home),The Impalas,2,11,84,03/16/59,
1959-05-25,5,"Kookie, Kookie (Lend Me Your Comb)",Edward Byrnes & Connie Stevens,4,6,72,04/20/59,
1959-05-25,6,The Happy Organ,"Dave ""Baby"" Cortez",3,11,68,03/16/59,
1959-05-25,7,A Teenager In Love,Dion & The Belmonts,5,6,69,04/20/59,
1959-05-25,8,Quiet Village,The Exotic Sounds of Martin Denny,8,7,95,04/13/59,
1959-05-25,9,Personality,Lloyd Price and His Orchestra,22,5,65,04/27/59,
1959-05-25,10,Only You,Franck Pourcel's French Fiddles,14,8,95,04/06/59,
1959-05-25,11,(Now and Then There's) A Fool Such As I,Elvis Presley With The Jordanaires,11,10,64,03/23/59,
1959-05-25,12,Turn Me Loose,Fabian,9,9,79,03/30/59,
1959-05-25,13,Endlessly,Brook Benton,18,6,66,04/20/59,
1959-05-25,14,So Fine,The Fiestas,21,8,77,04/06/59,
1959-05-25,15,Guitar Boogie Shuffle,The Virtues,12,12,81,03/09/59,
1959-05-25,16,Enchanted,The Platters,13,10,93,03/23/59,
1959-05-25,17,Pink Shoe Laces,Dodie Stevens,10,15,96,02/16/59,
1959-05-25,18,"Goodbye Jimmy, Goodbye",Kathy Linden,23,7,70,04/13/59,
1959-05-25,19,Take A Message To Mary,The Everly Brothers,16,9,61,03/30/59,
1959-05-25,20,I Need Your Love Tonight,Elvis Presley With The Jordanaires,17,9,33,03/30/59,
1959-05-25,21,Come Softly To Me,The Fleetwoods,15,12,55,03/09/59,
1959-05-25,22,Tell Him No,Travis & Bob,19,10,85,03/23/59,
1959-05-25,23,That's Why (I Love You So),Jackie Wilson,20,10,97,03/23/59,
1959-05-25,24,Three Stars,Tommy Dee with Carol Kay and the Teen-Aires,24,9,82,03/30/59,
1959-05-25,25,Since I Don't Have You,The Skyliners,27,15,94,02/16/59,
1959-05-25,26,Poor Jenny,The Everly Brothers,28,9,69,03/30/59,
1959-05-25,27,The Tijuana Jail,The Kingston Trio,25,10,72,03/23/59,
1959-05-25,28,Lonely For You,Gary Stites,40,7,94,04/13/59,
1959-05-25,29,I'm Ready,Fats Domino,46,3,75,05/11/59,
1959-05-25,30,Tallahassee Lassie,Freddy Cannon,53,3,96,05/11/59,
1959-05-25,31,Venus,Frankie Avalon,26,16,99,02/09/59,
1959-05-25,32,Six Nights A Week,The Crests,29,10,96,03/23/59,
1959-05-25,33,Guess Who,Jesse Belvin,31,9,70,03/30/59,
1959-05-25,34,Just Keep It Up,Dee Clark,45,4,81,05/04/59,
1959-05-25,35,Someone,Johnny Mathis,36,10,98,03/23/59,
1959-05-25,36,I've Come Of Age,Billy Storm,34,7,91,04/13/59,
1959-05-25,37,Come To Me,Marv Johnson,30,11,98,03/16/59,
1959-05-25,38,Almost Grown,Chuck Berry,32,9,96,03/30/59,
1959-05-25,39,Sea Cruise,Frankie Ford,39,16,89,02/09/59,
1959-05-25,40,Never Be Anyone Else But You,Ricky Nelson,33,14,65,02/23/59,
1959-05-25,41,Lipstick On Your Collar,Connie Francis,57,2,57,05/18/59,
1959-05-25,42,For A Penny,Pat Boone,37,10,91,03/23/59,
1959-05-25,43,Frankie,Connie Francis,66,2,66,05/18/59,
1959-05-25,44,I Waited Too Long,LaVern Baker,48,6,95,04/20/59,
1959-05-25,45,Gidget,Jimmy Darren,42,5,89,04/27/59,
1959-05-25,46,You Made Me Love You,Nat King Cole,56,4,87,05/04/59,
1959-05-25,47,My Heart Is An Open Book,"Carl Dobkins, Jr.",61,6,96,04/13/59,
1959-05-25,48,Bongo Rock,Preston Epps,80,2,80,05/18/59,
1959-05-25,49,Everybody Likes To Cha Cha Cha,Sam Cooke,41,12,66,03/09/59,
1959-05-25,50,This Should Go On Forever,Rod Bernard,38,12,86,03/09/59,
1959-05-25,51,Tall Cool One,The Wailers,74,2,74,05/18/59,
1959-05-25,52,As Time Goes By,Johnny Nash,43,11,87,03/16/59,
1959-05-25,53,You're So Fine,The Falcons,50,6,88,04/20/59,
1959-05-25,54,Castin' My Spell,The Johnny Otis Show,52,5,80,04/27/59,
1959-05-25,55,My Melancholy Baby,Tommy Edwards,64,2,64,05/18/59,
1959-05-25,56,Crossfire,Johnny And The Hurricanes,54,5,88,04/27/59,
1959-05-25,57,Rockin' Crickets,Hot-Toddys featuring Bill Pennell,67,5,87,03/30/59,
1959-05-25,58,Bonaparte's Retreat,Billy Grammer,51,7,87,04/13/59,
1959-05-25,59,So Close,Brook Benton,63,2,63,05/18/59,
1959-05-25,60,Bobby Sox To Stockings,Frankie Avalon,NEW,1,60,05/25/59,
1959-05-25,61,Along Came Jones,The Coasters,88,2,88,05/18/59,
1959-05-25,62,Summer Dreams,The McGuire Sisters,59,5,99,04/27/59,
1959-05-25,63,A Boy Without A Girl,Frankie Avalon,NEW,1,63,05/25/59,
1959-05-25,64,It's Late,Ricky Nelson,35,13,91,03/02/59,
1959-05-25,65,It's Just A Matter Of Time,Brook Benton,49,18,92,01/26/59,
1959-05-25,66,Kansas City,Rocky Olson,75,4,98,05/04/59,
1959-05-25,67,The Wonder Of You,Ray Peterson,94,2,94,05/18/59,
1959-05-25,68,Tragedy,Thomas Wayne With the Delons,44,18,100,01/26/59,
1959-05-25,69,Margie,Fats Domino,62,3,87,05/11/59,
1959-05-25,70,"Frankie's Man, Johnny",Johnny Cash,79,5,77,04/27/59,
1959-05-25,71,A String Of Trumpets,The Trumpeteers,71,5,96,04/27/59,
1959-05-25,72,Graduation's Here,The Fleetwoods,85,2,85,05/18/59,
1959-05-25,73,There's No Fool Like A Young Fool,Tab Hunter,69,5,76,04/27/59,
1959-05-25,74,Young Ideas,Chico Holiday,78,4,89,05/04/59,
1959-05-25,75,I Must Be Dreaming,Nat King Cole,NEW,1,75,05/25/59,
1959-05-25,76,The Class,Chubby Checker,90,2,90,05/18/59,
1959-05-25,77,What A Diff'rence A Day Makes,Dinah Washington,NEW,1,77,05/25/59,
1959-05-25,78,"""Yep!""",Duane Eddy His Twangy Guitar And The Rebels,55,9,99,03/30/59,
1959-05-25,79,Robbin' The Cradle,Tony Bellus,68,5,87,04/27/59,
1959-05-25,80,It Doesn't Matter Anymore,Buddy Holly,65,14,82,02/23/59,
1959-05-25,81,Hushabye,The Mystics,NEW,1,81,05/25/59,
1959-05-25,82,That's My Little Suzie,Ritchie Valens,70,8,98,04/06/59,
1959-05-25,83,(I Don't Care) Only Love Me,Steve Lawrence,92,2,92,05/18/59,
1959-05-25,84,Lovey Dovey,Clyde McPhatter,89,8,83,04/06/59,
1959-05-25,85,"Hallelujah, I Love Him So",Peggy Lee,77,2,77,05/18/59,
1959-05-25,86,I Miss You So,Paul Anka,47,9,97,03/30/59,
1959-05-25,87,The Battle Of New Orleans,Vaughn Monroe,NEW,1,87,05/25/59,
1959-05-25,88,White Lightning,George Jones,RE,3,90,05/04/59,
1959-05-25,89,There Is Something On Your Mind,Big Jay McNeely And Band,NEW,1,89,05/25/59,
1959-05-25,90,Kansas City,Hank Ballard And The Midnighters,76,4,73,05/04/59,
1959-05-25,91,The Kissing Tree,Billy Grammer,60,7,76,04/13/59,
1959-05-25,92,Lonely Saturday Night,Don French,NEW,1,92,05/25/59,
1959-05-25,93,Someone To Come Home To,The Ames Brothers,98,2,98,05/18/59,
1959-05-25,94,I Can't Get You Out Of My Heart,Al Martino,100,2,100,05/18/59,
1959-05-25,95,Your Cheatin' Heart,Billy Vaughn And His Orchestra,82,5,95,04/27/59,
1959-05-25,96,Straight Flush,The Frantics,NEW,1,96,05/25/59,
1959-05-25,97,Russian Band Stand,Spencer & Spencer with the Sonia Pryor Choir,91,2,91,05/18/59,
1959-05-25,98,Waterloo,Stonewall Jackson,NEW,1,98,05/25/59,
1959-05-25,99,I Still Get A Thrill (Thinking Of You),Joni James,58,7,81,04/13/59,
1959-05-25,100,Talk Of The School,Sonny James,99,4,100,05/04/59,
1959-06-01,1,The Battle Of New Orleans,Johnny Horton,2,6,93,04/27/59,
1959-06-01,2,Kansas City,Wilbert Harrison,1,8,100,04/13/59,
1959-06-01,3,Dream Lover,Bobby Darin,3,7,90,04/20/59,
1959-06-01,4,Quiet Village,The Exotic Sounds of Martin Denny,8,8,95,04/13/59,
1959-06-01,5,Personality,Lloyd Price and His Orchestra,9,6,65,04/27/59,
1959-06-01,6,A Teenager In Love,Dion & The Belmonts,7,7,69,04/20/59,
1959-06-01,7,"Kookie, Kookie (Lend Me Your Comb)",Edward Byrnes & Connie Stevens,5,7,72,04/20/59,
1959-06-01,8,Sorry (I Ran All The Way Home),The Impalas,4,12,84,03/16/59,
1959-06-01,9,Only You,Franck Pourcel's French Fiddles,10,9,95,04/06/59,
1959-06-01,10,The Happy Organ,"Dave ""Baby"" Cortez",6,12,68,03/16/59,
1959-06-01,11,"Goodbye Jimmy, Goodbye",Kathy Linden,18,8,70,04/13/59,
1959-06-01,12,So Fine,The Fiestas,14,9,77,04/06/59,
1959-06-01,13,Endlessly,Brook Benton,13,7,66,04/20/59,
1959-06-01,14,Turn Me Loose,Fabian,12,10,79,03/30/59,
1959-06-01,15,Tallahassee Lassie,Freddy Cannon,30,4,96,05/11/59,
1959-06-01,16,Enchanted,The Platters,16,11,93,03/23/59,
1959-06-01,17,I'm Ready,Fats Domino,29,4,75,05/11/59,
1959-06-01,18,Take A Message To Mary,The Everly Brothers,19,10,61,03/30/59,
1959-06-01,19,(Now and Then There's) A Fool Such As I,Elvis Presley With The Jordanaires,11,11,64,03/23/59,
1959-06-01,20,Pink Shoe Laces,Dodie Stevens,17,16,96,02/16/59,
1959-06-01,21,Guitar Boogie Shuffle,The Virtues,15,13,81,03/09/59,
1959-06-01,22,Frankie,Connie Francis,43,3,66,05/18/59,
1959-06-01,23,Lipstick On Your Collar,Connie Francis,41,3,57,05/18/59,
1959-06-01,24,Lonely For You,Gary Stites,28,8,94,04/13/59,
1959-06-01,25,That's Why (I Love You So),Jackie Wilson,23,11,97,03/23/59,
1959-06-01,26,Tell Him No,Travis & Bob,22,11,85,03/23/59,
1959-06-01,27,Three Stars,Tommy Dee with Carol Kay and the Teen-Aires,24,10,82,03/30/59,
1959-06-01,28,I've Come Of Age,Billy Storm,36,8,91,04/13/59,
1959-06-01,29,I Need Your Love Tonight,Elvis Presley With The Jordanaires,20,10,33,03/30/59,
1959-06-01,30,Along Came Jones,The Coasters,61,3,88,05/18/59,
1959-06-01,31,My Heart Is An Open Book,"Carl Dobkins, Jr.",47,7,96,04/13/59,
1959-06-01,32,Just Keep It Up,Dee Clark,34,5,81,05/04/59,
1959-06-01,33,I Waited Too Long,LaVern Baker,44,7,95,04/20/59,
1959-06-01,34,Come Softly To Me,The Fleetwoods,21,13,55,03/09/59,
1959-06-01,35,Bobby Sox To Stockings,Frankie Avalon,60,2,60,05/25/59,
1959-06-01,36,Crossfire,Johnny And The Hurricanes,56,6,88,04/27/59,
1959-06-01,37,Tall Cool One,The Wailers,51,3,74,05/18/59,
1959-06-01,38,Bongo Rock,Preston Epps,48,3,80,05/18/59,
1959-06-01,39,Guess Who,Jesse Belvin,33,10,70,03/30/59,
1959-06-01,40,Almost Grown,Chuck Berry,38,10,96,03/30/59,
1959-06-01,41,Poor Jenny,The Everly Brothers,26,10,69,03/30/59,
1959-06-01,42,Six Nights A Week,The Crests,32,11,96,03/23/59,
1959-06-01,43,The Tijuana Jail,The Kingston Trio,27,11,72,03/23/59,
1959-06-01,44,You're So Fine,The Falcons,53,7,88,04/20/59,
1959-06-01,45,You Made Me Love You,Nat King Cole,46,5,87,05/04/59,
1959-06-01,46,Since I Don't Have You,The Skyliners,25,16,94,02/16/59,
1959-06-01,47,The Wonder Of You,Ray Peterson,67,3,94,05/18/59,
1959-06-01,48,Someone,Johnny Mathis,35,11,98,03/23/59,
1959-06-01,49,My Melancholy Baby,Tommy Edwards,55,3,64,05/18/59,
1959-06-01,50,Come To Me,Marv Johnson,37,12,98,03/16/59,
1959-06-01,51,Gidget,Jimmy Darren,45,6,89,04/27/59,
1959-06-01,52,Lonely Boy,Paul Anka,NEW,1,52,06/01/59,
1959-06-01,53,A Boy Without A Girl,Frankie Avalon,63,2,63,05/25/59,
1959-06-01,54,So Close,Brook Benton,59,3,63,05/18/59,
1959-06-01,55,Summer Dreams,The McGuire Sisters,62,6,99,04/27/59,
1959-06-01,56,Margie,Fats Domino,69,4,87,05/11/59,
1959-06-01,57,"Frankie's Man, Johnny",Johnny Cash,70,6,77,04/27/59,
1959-06-01,58,What A Diff'rence A Day Makes,Dinah Washington,77,2,77,05/25/59,
1959-06-01,59,Hushabye,The Mystics,81,2,81,05/25/59,
1959-06-01,60,I Only Have Eyes For You,The Flamingos,NEW,1,60,06/01/59,
1959-06-01,61,Rockin' Crickets,Hot-Toddys featuring Bill Pennell,57,6,87,03/30/59,
1959-06-01,62,(I Don't Care) Only Love Me,Steve Lawrence,83,3,92,05/18/59,
1959-06-01,63,For A Penny,Pat Boone,42,11,91,03/23/59,
1959-06-01,64,Graduation's Here,The Fleetwoods,72,3,85,05/18/59,
1959-06-01,65,The Class,Chubby Checker,76,3,90,05/18/59,
1959-06-01,66,Waterloo,Stonewall Jackson,98,2,98,05/25/59,
1959-06-01,67,A String Of Trumpets,The Trumpeteers,71,6,96,04/27/59,
1959-06-01,68,Ring-A-Ling-A-Lario,Jimmie Rodgers,NEW,1,68,06/01/59,
1959-06-01,69,I Must Be Dreaming,Nat King Cole,75,2,75,05/25/59,
1959-06-01,70,Robbin' The Cradle,Tony Bellus,79,6,87,04/27/59,
1959-06-01,71,Little Dipper,The Mickey Mozart Quintet,RE,2,93,05/11/59,
1959-06-01,72,Lonely Saturday Night,Don French,92,2,92,05/25/59,
1959-06-01,73,Danny Boy,Sil Austin,NEW,1,73,06/01/59,
1959-06-01,74,Velvet Waters,The Megatrons,NEW,1,74,06/01/59,
1959-06-01,75,White Lightning,George Jones,88,4,90,05/04/59,
1959-06-01,76,Old Spanish Town,The Bell Notes,RE,4,95,05/04/59,
1959-06-01,77,I Can't Get You Out Of My Heart,Al Martino,94,3,100,05/18/59,
1959-06-01,78,Someone To Come Home To,The Ames Brothers,93,3,98,05/18/59,
1959-06-01,79,Bonaparte's Retreat,Billy Grammer,58,8,87,04/13/59,
1959-06-01,80,Never Be Anyone Else But You,Ricky Nelson,40,15,65,02/23/59,
1959-06-01,81,Tragedy,Thomas Wayne With the Delons,68,19,100,01/26/59,
1959-06-01,82,Mona Lisa,Carl Mann,NEW,1,82,06/01/59,
1959-06-01,83,Everybody Likes To Cha Cha Cha,Sam Cooke,49,13,66,03/09/59,
1959-06-01,84,There Is Something On Your Mind,Big Jay McNeely And Band,89,2,89,05/25/59,
1959-06-01,85,Talk Of The School,Sonny James,100,5,100,05/04/59,
1959-06-01,86,It's Only The Good Times,Tommy Edwards,NEW,1,86,06/01/59,
1959-06-01,87,This I Swear,The Skyliners,NEW,1,87,06/01/59,
1959-06-01,88,Young Ideas,Chico Holiday,74,5,89,05/04/59,
1959-06-01,89,Venus,Frankie Avalon,31,17,99,02/09/59,
1959-06-01,90,Sweet Chile,Sheb Wooley,NEW,1,90,06/01/59,
1959-06-01,91,Sea Cruise,Frankie Ford,39,17,89,02/09/59,
1959-06-01,92,Straight Flush,The Frantics,96,2,96,05/25/59,
1959-06-01,93,Mary Ann Thomas,Bobby Freeman,NEW,1,93,06/01/59,
1959-06-01,94,Hey Little Lucy! (Don'tcha Put No Lipstick On),Conway Twitty,RE,2,87,05/18/59,
1959-06-01,95,Yes - Sir - ee,Dodie Stevens,NEW,1,95,06/01/59,
1959-06-01,96,Like Young,Andre Previn With David Rose,NEW,1,96,06/01/59,
1959-06-01,97,Pointed Toe Shoes,Carl Perkins,NEW,1,97,06/01/59,
1959-06-01,98,There Goes My Baby,The Drifters,NEW,1,98,06/01/59,
1959-06-01,99,Cherrystone,Addrisi Brothers,NEW,1,99,06/01/59,
1959-06-01,100,Jack O'Diamonds,Ruth Brown,NEW,1,100,06/01/59,
1959-06-08,1,The Battle Of New Orleans,Johnny Horton,1,7,93,04/27/59,
1959-06-08,2,Dream Lover,Bobby Darin,3,8,90,04/20/59,
1959-06-08,3,Personality,Lloyd Price and His Orchestra,5,7,65,04/27/59,
1959-06-08,4,Kansas City,Wilbert Harrison,2,9,100,04/13/59,
1959-06-08,5,Quiet Village,The Exotic Sounds of Martin Denny,4,9,95,04/13/59,
1959-06-08,6,A Teenager In Love,Dion & The Belmonts,6,8,69,04/20/59,
1959-06-08,7,"Kookie, Kookie (Lend Me Your Comb)",Edward Byrnes & Connie Stevens,7,8,72,04/20/59,
1959-06-08,8,Sorry (I Ran All The Way Home),The Impalas,8,13,84,03/16/59,
1959-06-08,9,Only You,Franck Pourcel's French Fiddles,9,10,95,04/06/59,
1959-06-08,10,The Happy Organ,"Dave ""Baby"" Cortez",10,13,68,03/16/59,
1959-06-08,11,Tallahassee Lassie,Freddy Cannon,15,5,96,05/11/59,
1959-06-08,12,Endlessly,Brook Benton,13,8,66,04/20/59,
1959-06-08,13,So Fine,The Fiestas,12,10,77,04/06/59,
1959-06-08,14,"Goodbye Jimmy, Goodbye",Kathy Linden,11,9,70,04/13/59,
1959-06-08,15,Along Came Jones,The Coasters,30,4,88,05/18/59,
1959-06-08,16,I'm Ready,Fats Domino,17,5,75,05/11/59,
1959-06-08,17,Lipstick On Your Collar,Connie Francis,23,4,57,05/18/59,
1959-06-08,18,Lonely Boy,Paul Anka,52,2,52,06/01/59,
1959-06-08,19,Frankie,Connie Francis,22,4,66,05/18/59,
1959-06-08,20,Just Keep It Up,Dee Clark,32,6,81,05/04/59,
1959-06-08,21,Enchanted,The Platters,16,12,93,03/23/59,
1959-06-08,22,Turn Me Loose,Fabian,14,11,79,03/30/59,
1959-06-08,23,Crossfire,Johnny And The Hurricanes,36,7,88,04/27/59,
1959-06-08,24,Bongo Rock,Preston Epps,38,4,80,05/18/59,
1959-06-08,25,Bobby Sox To Stockings,Frankie Avalon,35,3,60,05/25/59,
1959-06-08,26,My Melancholy Baby,Tommy Edwards,49,4,64,05/18/59,
1959-06-08,27,(Now and Then There's) A Fool Such As I,Elvis Presley With The Jordanaires,19,12,64,03/23/59,
1959-06-08,28,Lonely For You,Gary Stites,24,9,94,04/13/59,
1959-06-08,29,Guitar Boogie Shuffle,The Virtues,21,14,81,03/09/59,
1959-06-08,30,Pink Shoe Laces,Dodie Stevens,20,17,96,02/16/59,
1959-06-08,31,My Heart Is An Open Book,"Carl Dobkins, Jr.",31,8,96,04/13/59,
1959-06-08,32,You're So Fine,The Falcons,44,8,88,04/20/59,
1959-06-08,33,Take A Message To Mary,The Everly Brothers,18,11,61,03/30/59,
1959-06-08,34,I've Come Of Age,Billy Storm,28,9,91,04/13/59,
